icd10_code,description
T45523A,"Poisoning by antithrombotic drugs, assault, initial encounter"
T45523D,"Poisoning by antithrombotic drugs, assault, subsequent encounter"
T45523S,"Poisoning by antithrombotic drugs, assault, sequela"
T45524A,"Poisoning by antithrombotic drugs, undetermined, initial encounter"
T45524D,"Poisoning by antithrombotic drugs, undetermined, subsequent encounter"
T45524S,"Poisoning by antithrombotic drugs, undetermined, sequela"
T45525A,"Adverse effect of antithrombotic drugs, initial encounter"
T45525D,"Adverse effect of antithrombotic drugs, subsequent encounter"
T45525S,"Adverse effect of antithrombotic drugs, sequela"
T45526A,"Underdosing of antithrombotic drugs, initial encounter"
T45526D,"Underdosing of antithrombotic drugs, subsequent encounter"
T45526S,"Underdosing of antithrombotic drugs, sequela"
T45601A,"Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), initial encounter"
T45601D,"Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), subsequent encounter"
T45601S,"Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), sequela"
T45602A,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter"
T45602D,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, subsequent encounter"
T45602S,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, sequela"
T45603A,"Poisoning by unspecified fibrinolysis-affecting drugs, assault, initial encounter"
T45603D,"Poisoning by unspecified fibrinolysis-affecting drugs, assault, subsequent encounter"
T45603S,"Poisoning by unspecified fibrinolysis-affecting drugs, assault, sequela"
T45604A,"Poisoning by unspecified fibrinolysis-affecting drugs, undetermined, initial encounter"
T45604D,"Poisoning by unspecified fibrinolysis-affecting drugs, undetermined, subsequent encounter"
T45604S,"Poisoning by unspecified fibrinolysis-affecting drugs, undetermined, sequela"
T45605A,"Adverse effect of unspecified fibrinolysis-affecting drugs, initial encounter"
T45605D,"Adverse effect of unspecified fibrinolysis-affecting drugs, subsequent encounter"
T45605S,"Adverse effect of unspecified fibrinolysis-affecting drugs, sequela"
T45606A,"Underdosing of unspecified fibrinolysis-affecting drugs, initial encounter"
T45606D,"Underdosing of unspecified fibrinolysis-affecting drugs, subsequent encounter"
T45606S,"Underdosing of unspecified fibrinolysis-affecting drugs, sequela"
T45611A,"Poisoning by thrombolytic drug, accidental (unintentional), initial encounter"
T45611D,"Poisoning by thrombolytic drug, accidental (unintentional), subsequent encounter"
T45611S,"Poisoning by thrombolytic drug, accidental (unintentional), sequela"
T45612A,"Poisoning by thrombolytic drug, intentional self-harm, initial encounter"
T45612D,"Poisoning by thrombolytic drug, intentional self-harm, subsequent encounter"
T45612S,"Poisoning by thrombolytic drug, intentional self-harm, sequela"
T45613A,"Poisoning by thrombolytic drug, assault, initial encounter"
T45613D,"Poisoning by thrombolytic drug, assault, subsequent encounter"
T45613S,"Poisoning by thrombolytic drug, assault, sequela"
T45614A,"Poisoning by thrombolytic drug, undetermined, initial encounter"
T45614D,"Poisoning by thrombolytic drug, undetermined, subsequent encounter"
T45614S,"Poisoning by thrombolytic drug, undetermined, sequela"
T45615A,"Adverse effect of thrombolytic drugs, initial encounter"
T45615D,"Adverse effect of thrombolytic drugs, subsequent encounter"
T45615S,"Adverse effect of thrombolytic drugs, sequela"
T45616A,"Underdosing of thrombolytic drugs, initial encounter"
T45616D,"Underdosing of thrombolytic drugs, subsequent encounter"
T45616S,"Underdosing of thrombolytic drugs, sequela"
T45621A,"Poisoning by hemostatic drug, accidental (unintentional), initial encounter"
T45621D,"Poisoning by hemostatic drug, accidental (unintentional), subsequent encounter"
T45621S,"Poisoning by hemostatic drug, accidental (unintentional), sequela"
T45622A,"Poisoning by hemostatic drug, intentional self-harm, initial encounter"
T45622D,"Poisoning by hemostatic drug, intentional self-harm, subsequent encounter"
T45622S,"Poisoning by hemostatic drug, intentional self-harm, sequela"
T45623A,"Poisoning by hemostatic drug, assault, initial encounter"
T45623D,"Poisoning by hemostatic drug, assault, subsequent encounter"
T45623S,"Poisoning by hemostatic drug, assault, sequela"
T45624A,"Poisoning by hemostatic drug, undetermined, initial encounter"
T45624D,"Poisoning by hemostatic drug, undetermined, subsequent encounter"
T45624S,"Poisoning by hemostatic drug, undetermined, sequela"
T45625A,"Adverse effect of hemostatic drug, initial encounter"
T45625D,"Adverse effect of hemostatic drug, subsequent encounter"
T45625S,"Adverse effect of hemostatic drug, sequela"
T45626A,"Underdosing of hemostatic drugs, initial encounter"
T45626D,"Underdosing of hemostatic drugs, subsequent encounter"
T45626S,"Underdosing of hemostatic drugs, sequela"
T45691A,"Poisoning by other fibrinolysis-affecting drugs, accidental (unintentional), initial encounter"
T45691D,"Poisoning by other fibrinolysis-affecting drugs, accidental (unintentional), subsequent encounter"
T45691S,"Poisoning by other fibrinolysis-affecting drugs, accidental (unintentional), sequela"
T45692A,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, initial encounter"
T45692D,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, subsequent encounter"
T45692S,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, sequela"
T45693A,"Poisoning by other fibrinolysis-affecting drugs, assault, initial encounter"
T45693D,"Poisoning by other fibrinolysis-affecting drugs, assault, subsequent encounter"
T45693S,"Poisoning by other fibrinolysis-affecting drugs, assault, sequela"
T45694A,"Poisoning by other fibrinolysis-affecting drugs, undetermined, initial encounter"
T45694D,"Poisoning by other fibrinolysis-affecting drugs, undetermined, subsequent encounter"
T45694S,"Poisoning by other fibrinolysis-affecting drugs, undetermined, sequela"
T45695A,"Adverse effect of other fibrinolysis-affecting drugs, initial encounter"
T45695D,"Adverse effect of other fibrinolysis-affecting drugs, subsequent encounter"
T45695S,"Adverse effect of other fibrinolysis-affecting drugs, sequela"
T45696A,"Underdosing of other fibrinolysis-affecting drugs, initial encounter"
T45696D,"Underdosing of other fibrinolysis-affecting drugs, subsequent encounter"
T45696S,"Underdosing of other fibrinolysis-affecting drugs, sequela"
T457X1A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), initial encounter"
T457X1D,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), subsequent encounter"
T457X1S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), sequela"
T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter"
T457X2D,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, subsequent encounter"
T457X2S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, sequela"
T457X3A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, initial encounter"
T457X3D,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, subsequent encounter"
T457X3S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, sequela"
T457X4A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, initial encounter"
T457X4D,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, subsequent encounter"
T457X4S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, sequela"
T457X5A,"Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, initial encounter"
T457X5D,"Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, subsequent encounter"
T457X5S,"Adverse effect of anticoagulant antagonists, vitamin K and other coagulants, sequela"
T457X6A,"Underdosing of anticoagulant antagonist, vitamin K and other coagulants, initial encounter"
T457X6D,"Underdosing of anticoagulant antagonist, vitamin K and other coagulants, subsequent encounter"
T457X6S,"Underdosing of anticoagulant antagonist, vitamin K and other coagulants, sequela"
T458X1A,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), initial encounter"
T458X1D,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), subsequent encounter"
T458X1S,"Poisoning by other primarily systemic and hematological agents, accidental (unintentional), sequela"
T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter"
T458X2D,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, subsequent encounter"
T458X2S,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, sequela"
T458X3A,"Poisoning by other primarily systemic and hematological agents, assault, initial encounter"
T458X3D,"Poisoning by other primarily systemic and hematological agents, assault, subsequent encounter"
T458X3S,"Poisoning by other primarily systemic and hematological agents, assault, sequela"
T458X4A,"Poisoning by other primarily systemic and hematological agents, undetermined, initial encounter"
T458X4D,"Poisoning by other primarily systemic and hematological agents, undetermined, subsequent encounter"
T458X4S,"Poisoning by other primarily systemic and hematological agents, undetermined, sequela"
T458X5A,"Adverse effect of other primarily systemic and hematological agents, initial encounter"
T458X5D,"Adverse effect of other primarily systemic and hematological agents, subsequent encounter"
T458X5S,"Adverse effect of other primarily systemic and hematological agents, sequela"
T458X6A,"Underdosing of other primarily systemic and hematological agents, initial encounter"
T458X6D,"Underdosing of other primarily systemic and hematological agents, subsequent encounter"
T458X6S,"Underdosing of other primarily systemic and hematological agents, sequela"
T4591XA,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), initial encounter"
T4591XD,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), subsequent encounter"
T4591XS,"Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional), sequela"
T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter"
T4592XD,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, subsequent encounter"
T4592XS,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, sequela"
T4593XA,"Poisoning by unspecified primarily systemic and hematological agent, assault, initial encounter"
T4593XD,"Poisoning by unspecified primarily systemic and hematological agent, assault, subsequent encounter"
T4593XS,"Poisoning by unspecified primarily systemic and hematological agent, assault, sequela"
T4594XA,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, initial encounter"
T4594XD,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, subsequent encounter"
T4594XS,"Poisoning by unspecified primarily systemic and hematological agent, undetermined, sequela"
T4595XA,"Adverse effect of unspecified primarily systemic and hematological agent, initial encounter"
T4595XD,"Adverse effect of unspecified primarily systemic and hematological agent, subsequent encounter"
T4595XS,"Adverse effect of unspecified primarily systemic and hematological agent, sequela"
T4596XA,"Underdosing of unspecified primarily systemic and hematological agent, initial encounter"
T4596XD,"Underdosing of unspecified primarily systemic and hematological agent, subsequent encounter"
T4596XS,"Underdosing of unspecified primarily systemic and hematological agent, sequela"
T45AX1A,"Poisoning by immune checkpoint inhibitors and immunostimulant drugs, accidental (unintentional), initial encounter"
T45AX1D,"Poisoning by immune checkpoint inhibitors and immunostimulant drugs, accidental (unintentional), subsequent encounter"
T45AX1S,"Poisoning by immune checkpoint inhibitors and immunostimulant drugs, accidental (unintentional), sequela"
T45AX2A,"Poisoning by immune checkpoint inhibitors and immunostimulant drugs, intentional self-harm, initial encounter"
T45AX2D,"Poisoning by immune checkpoint inhibitors and immunostimulant drugs, intentional self-harm, subsequent encounter"
